short_name,short_group,Field_Number,SNP.Plate.Number,SNP.Well.Position,Near_Town,Extraction_Location,Collector,Country,State,Lat,Long,Group,Stage,Stage..notes.,Year,Month,Day,RAD.
extAZ042,extAZ,1710-20324,1,F3,Roosevelt Lake,WIFL_EXT2_D9,Eben Paxton,USA,AZ,33.767,-111.24,ext,Unknown,Possible Breeding,NA,NA,NA,
extAZ092,extAZ,1740-51671,8,D10,East Pima site,WIFL_EXT5_D3,Eben Paxton,USA,AZ,32.8283,-109.7047,ext,Unknown,,NA,NA,NA,
extAZ114,extAZ,1740-91535,9,G10,White Mountains,WIFL_EXT7_A3,Eben Paxton,USA,AZ,34,-109,ext,Unknown,,NA,NA,NA,
extCO001,extCO,2350-24201,9,D5,Southern Ute Reservation,WIFL_ADA3_D2,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Unknown,,NA,NA,NA,
extCO002,extCO,2350-24224,9,D6,Southern Ute Reservation,WIFL_ADA3_D3,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Unknown,,NA,NA,NA,
extCO003,extCO,2350-24225,9,D7,Southern Ute Reservation,WIFL_ADA3_D4,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Unknown,,NA,NA,NA,
extCO004,extCO,2350-24226,9,D8,Southern Ute Reservation,WIFL_ADA3_D5,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Unknown,,NA,NA,NA,
extCO005,extCO,2350-24227,9,D9,Southern Ute Reservation,WIFL_ADA3_D7,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Unknown,,NA,NA,NA,
extCO006,extCO,2350-24228,9,D10,Southern Ute Reservation,WIFL_ADA3_D8,Eben Paxton,USA,CO,37.121417,-107.592353,ext,Unknown,,NA,NA,NA,
extNM027,extNM,1740-91687,9,F1,Tierra Azul,WIFL_EXT7_F2,Eben Paxton,USA,NM,36.3042,-105.5733,ext,Unknown,,NA,NA,NA,
traMD001,traMD,2290-24394,3,F2,Lilypons,WIFL_PA-TRA1_H7,Eben Paxton,USA,MD,39.29,-77.43,tra,Unknown,,NA,NA,NA,
traMD002,traMD,2290-24377,3,F4,New Market,WIFL_PA-TRA1_H5,Eben Paxton,USA,MD,39.38,-77.27,tra,Unknown,,NA,NA,NA,
traMD003,traMD,2290-24378,3,F5,New Market,WIFL_PA-TRA1_H6,Eben Paxton,USA,MD,39.38,-77.27,tra,Unknown,,NA,NA,NA,
traMD004,traMD,2290-24400,3,F3,Mount Airy,WIFL_PA-TRA1_I4,Eben Paxton,USA,MD,39.37,-77.15,tra,Unknown,,NA,NA,NA,
traMD005,traMD,2290-24398,3,F6,Piney Run Reservoir,WIFL_PA-TRA1_I2,Eben Paxton,USA,MD,39.4,-76.99,tra,Unknown,,NA,NA,NA,
traMD006,traMD,2290-24399,3,F7,Piney Run Reservoir,WIFL_PA-TRA1_I3,Eben Paxton,USA,MD,39.4,-76.99,tra,Unknown,,NA,NA,NA,
traMD007,traMD,2290-24396,3,E12,Lewisdale 1,WIFL_PA-TRA1_H9,Eben Paxton,USA,MD,38.9737,-76.975,tra,Unknown,,NA,NA,NA,
traMD008,traMD,2290-24397,3,F1,Lewisdale 2,WIFL_PA-TRA1_I1,Eben Paxton,USA,MD,38.9737,-76.975,tra,Unknown,,NA,NA,NA,
traMD009,traMD,2290-24395,3,E11,King's Park,WIFL_PA-TRA1_H8,Eben Paxton,USA,MD,38.95,-76.97,tra,Unknown,,NA,NA,NA,
traMN004,traMN,1740-91781,2,E6,Elm Creek,WIFL_PA-TRA1_G3,Eben Paxton,USA,MN,45.1333,-93.45,tra,Unknown,,NA,NA,NA,
